isbn,title,author,year
0060177241,The Thief of Always,Clive Barker,1992
0767927567,Escape,"Carolyn Jessop, Laura Palmer",2007
0061662690,The Summoning,Kelley Armstrong,2008
0811214044,The Glass Menagerie,Tennessee Williams,1945
0061962783,Inside Out & Back Again,Thanhha Lai,2011
0385538499,The Winter People,Jennifer McMahon,2014
033041335X,Sons of Fortune,Jeffrey Archer,2002
193700788X,Dead Ever After,Charlaine Harris,2013
0375705856,Plainsong,Kent Haruf,1999
1101904224,Dark Matter,Blake Crouch,2016
1595143424,Virals,"Kathy Reichs, Brendan Reichs",2010
0312348649,Baby Proof,Emily Giffin,2006
1573226882,Fever Pitch,Nick Hornby,1992
0007205236,Angela's Ashes: A Memoir,Frank McCourt,1996
0060541830,Congo,Michael Crichton,1980
0312985347,Eleven on Top,Janet Evanovich,2005
0141185538,The Moon Is Down,John Steinbeck,1942
014029628X,Girl in Hyacinth Blue,Susan Vreeland,1999
0060788704,The Outlaw Demon Wails ,Kim Harrison,2008
0441015662,Iron Kissed,Patricia Briggs,2008
0399154388,The Chase,Clive Cussler,2007
1476751803,Sweet Filthy Boy ,Christina Lauren,2014
0374281092,Someone,Alice McDermott,2013
0380017601,Love Story,Erich Segal,1970
0060590270,A Dirty Job,Christopher Moore,2006
1250019834,First Frost,Sarah Addison Allen,2015
0590664875,Runaway Ralph,Beverly Cleary,1970
0345479718,Woken Furies,Richard K. Morgan,2005
0385336691,The Hard Way,Lee Child,2006
1551111721,Lord Jim,Joseph Conrad,1900
0385518331,Dexter in the Dark,Jeff Lindsay,2006
0060515198,Anansi Boys,Neil Gaiman,2005
1416975861,Clockwork Angel,Cassandra Clare,2010
0060584033,Motor Mouth,Janet Evanovich,2006
1419122126,Good Wives,Louisa May Alcott,1868
0441005667,Forever Peace ,Joe Haldeman,1997
0312594429,Hidden,"P.C. Cast, Kristin Cast",2012
0099446782,The Silence of the Lambs,Thomas Harris,1988
0670038717,First Among Sequels ,Jasper Fforde,2007
0375706860,Kar,"Orhan Pamuk, Maureen Freely",2002
0812536363,Rainbows End,Vernor Vinge,2006
0486266893,Candide,Voltaire,1759
0812550285,A Crown of Swords,Robert Jordan,1996
0545169178,The List,Siobhan Vivian,2012
1841496863,Bone Crossed,Patricia Briggs,2009
009928264X,Survivor,Chuck Palahniuk,1999
009949857X,Light A Penny Candle,Maeve Binchy,1982
0553380958,Snow Crash,Neal Stephenson,1992
0375727345,House of Sand and Fog,Andre Dubus III,1999
1594489254,The Ghost Map,Steven Johnson,2006
1857232097,The Fires of Heaven,Robert Jordan,1993
0140367357,Five Children and It ,E. Nesbit,1902
031024756X,Ever After,Karen Kingsbury,2006
0718147715,Cook with Jamie,Jamie Oliver,2006
156478214X,The Third Policeman,Flann O'Brien,1967
0765326574,The Lost Gate,Orson Scott Card,2011
0689849109,Pollyanna,Eleanor H. Porter,1912
148473274X,The Hidden Oracle,Rick Riordan,2016
0804138567,Bittersweet,Miranda Beverly-Whittemore,2014
0752858653,The Scarlatti Inheritance,Robert Ludlum,1971
0525951652,Fall of Giants,Ken Follett,2010
044101738X,Hunting Ground,Patricia Briggs,2009
0439244196,Holes,"Louis Sachar, Louis Sachar",1998
159038783X,The Candy Shop War,Brandon Mull,2007
0385341326,My Best Friend's Girl,Dorothy Koomson,2006
061808360X,Gorillas in the Mist,Dian Fossey,1983
1476717710,The Troop,Nick Cutter,2014
0812966007,Theodore Rex,Edmund Morris,2001
0425217299,An Ice Cold Grave,Charlaine Harris,2007
0547959109,The Testing,Joelle Charbonneau,2013
0446616427,Kitty Goes to Washington,Carrie Vaughn,2006
0345507460,Welcome to the Jungle,Jim Butcher,2008
0886774632,By the Sword,Mercedes Lackey,1991
0374104107,Authority ,Jeff VanderMeer,2014
0316013315,The Beatles: The Biography,Bob Spitz,2005
0684856476,The Rum Diary,Hunter S. Thompson,1998
0061284408,Stargazer,Claudia Gray,2009
0375806814,Where the Red Fern Grows,Wilson Rawls,1961
0425203867,R is for Ricochet,Sue Grafton,2004
030727103X,The Buried Giant,Kazuo Ishiguro,2015
1595141758,Frostbite,Richelle Mead,2008
1442426675,Finale,Becca Fitzpatrick,2012
044022912X,The Cay,Theodore Taylor,1969
0143036939,The City of Falling Angels,John Berendt,2005
039925692X,Out of the Easy,Ruta Sepetys,2013
0375414495,Cutting for Stone,Abraham Verghese,2009
1416524797,Angels & Demons ,Dan Brown,2000
1416548009,Memorial Day,Vince Flynn,2004
1400033411,Beloved,Toni Morrison,1987
0553278746,The Postman,David Brin,1985
0312577222,The Nightingale,Kristin Hannah,2015
0749908904,Salvation in Death,J.D. Robb,2008
0140273344,The Eagle Has Landed,Jack Higgins,1975
0140294295,Sharpe's Rifles,Bernard Cornwell,1988
0399244557,The Burning Bridge,John Flanagan,2005
0451223292,The Mist,Stephen King,1980
0312997140,The Prodigal Daughter,Jeffrey Archer,1982
8129135728,Half Girlfriend,Chetan Bhagat,2014
0385738935,Fallen,Lauren Kate,2009
0061142026,Stardust,Neil Gaiman,1999
0758272812,Storm,Brigid Kemmerer,2012
1596431520,American Born Chinese,Gene Luen Yang,2006
0316069434,The Black Box,Michael Connelly,2012
0345528921,The Inn At Rose Harbor,Debbie Macomber,2012
0593046358,The Crippled God,Steven Erikson,2011
0812967127,The Day of the Triffids,John Wyndham,1951
1585424331,Think and Grow Rich,Napoleon Hill,1937
0765326361,Words of Radiance,Brandon Sanderson,2014
1250011914,Whispers at Moonrise ,C.C. Hunter,2012
0061147958,Horns,Joe Hill,2009
0441018521,Magic Bleeds,Ilona Andrews,2010
2290032042,Rama II,"Arthur C. Clarke, Gentry Lee",1989
0441014348,Cursor's Fury,Jim Butcher,2006
0451456718,Daughter of the Blood,Anne Bishop,1998
0340796170,Five Run Away Together,Enid Blyton,1944
0618640150,The Lord of the Rings,J.R.R. Tolkien,1955
0446522597,The Winner,David Baldacci,1997
0425152898,Mind Prey,John Sandford,1995
0805080511,Taran Wanderer,Lloyd Alexander,1967
0062248162,The Prince,Kiera Cass,2013
184756190X,A Girl Like You,Gemma Burgess,2011
0060096152,Princess in Training,Meg Cabot,2006
8756787650,Flaskepost fra P,Jussi Adler-Olsen,2009
0140285601,Cat's Cradle,Kurt Vonnegut Jr.,1963
0345334310,The Ship Who Sang,Anne McCaffrey,1969
0374280967,The Uncommon Reader ,Alan Bennett,2007
0399218858,The Very Quiet Cricket,Eric Carle,1990
0803731531,The Looking Glass Wars,Frank Beddor,2004
0439568331,The Haunted Mask,R.L. Stine,1993
0062295896,Girl in a Band,Kim Gordon,2015
0375703845,Glamorama,Bret Easton Ellis,1998
038077352X,Dreaming of You ,Lisa Kleypas,1994
0451225856,"Lover Enshrined, part two",J.R. Ward,2009
0345505492,The Emperor's Tomb,Steve Berry,2010
1590171993,Stoner,"John  Williams, John McGahern",1965
0006498868,The Mad Ship,Robin Hobb,1999
0385341970,Broken,Karin Slaughter,2010
0312656262,Halo,Alexandra Adornetto,2010
0749932945,Envy,Sandra Brown,1999
0618346260,The Two Towers,J.R.R. Tolkien,1954
1478314605,Futures and Frosting,Tara Sivec,2012
0446577898,The Inner Circle,Brad Meltzer,2011
0140297995,Austerlitz,"W.G. Sebald, Anthea Bell",2001
0312861877,Xenocide,Orson Scott Card,1991
0765340747,The Pillars of Creation,Terry Goodkind,2001
0380842939,Sacajawea,Anna Lee Waldo,1978
0356508366,The Obelisk Gate,N.K. Jemisin,2016
0345534182,Circling the Sun,Paula McLain,2015
0670023485,Shadow of Night,Deborah Harkness,2012
0743243781,Teacher Man,Frank McCourt,2005
1581344988,Don't Waste Your Life,John Piper,2003
0375508325,Cosmos,Carl Sagan,1980
0099297701,Hannibal,Thomas Harris,1999
045146317X,Changes,Jim Butcher,2010
0140183523,Kim,"Rudyard Kipling, Edward Said",1901
1596435712,Promised,Caragh M. O'Brien,2012
0553588451,Full Moon Rising,Keri Arthur,2006
159420571X,Everything I Never Told You,Celeste Ng,2014
1595143971,Across the Universe,Beth Revis,2011
0307262995,Nature Girl,Carl Hiaasen,2006
0312642970,Cress,Marissa Meyer,2014
0743418174,Good in Bed,Jennifer Weiner,2001
067122350X,Eloise,"Kay Thompson, Hilary Knight",1955
0385494246,Amsterdam,Ian McEwan,1998
071483355X,The Story of Art,E.H. Gombrich,1950
8188575704,I Too Had A Love Story,Ravinder Singh,2007
0141185260,Pale Fire,Vladimir Nabokov,1962
0345548515,Staked,Kevin Hearne,2016
0571212921,A Beautiful Mind,Sylvia Nasar,1998
0099417472,In the Night Kitchen,Maurice Sendak,1970
0451466802,The Aeronaut's Windlass ,Jim Butcher,2015
054762834X,Grave Mercy,Robin LaFevers,2012
0375840400,Eldest,Christopher Paolini,2005
0440241022,One Shot,Lee Child,2005
0307279952,A Simple Plan,Scott B. Smith,1993
0743289684,Infidel,Ayaan Hirsi Ali,2006
0312385188,Prayers for Sale,Sandra Dallas,1997
0060774126,Bite Me If You Can,Lynsay Sands,2007
1599901676,Forest Born,Shannon Hale,2009
0064472779,All-American Girl,Meg Cabot,2002
0312979975,Fantasy Lover,Sherrilyn Kenyon,2002
0449225151,A Place Called Freedom,Ken Follett,1995
0553269216,Rainbow Valley,L.M. Montgomery,1919
0525421033,If I Stay,Gayle Forman,2009
0743449673,Shock Wave,Clive Cussler,1996
0802120202,Alif the Unseen,G. Willow Wilson,2012
0425189864,Mortal Prey,John Sandford,2002
0312370830,Elle s'appelait Sarah,Tatiana de Rosnay,2007
0345505697,Mystery,Jonathan Kellerman,2011
0765310023,Deadhouse Gates,Steven Erikson,2000
0375870415,Unspoken,Sarah Rees Brennan,2012
0060890681,The Last Anniversary,Liane Moriarty,2006
0399256601,The Name of the Star,Maureen Johnson,2011
1682305066,Twisted Palace,Erin Watt,2016
1841493139,The Magicians' Guild,Trudi Canavan,2001
0747589372,Restless,William  Boyd,2006
0553582755,One Door Away from Heaven,Dean Koontz,2001
0671011375,Death du Jour,Kathy Reichs,1999
0679889175,First Test,Tamora Pierce,1999
1439199353,The Boston Girl,Anita Diamant,2014
1595143068,Last Sacrifice ,Richelle Mead,2010
0340863684,Tortured for Christ,Richard Wurmbrand,1940
0142401765,Keeping the Moon,Sarah Dessen,1999
0061779814,The Body Finder,Kimberly Derting,2010
1501100130,Finders Keepers,Stephen King,2015
1484705270,Every Last Word,Tamara Ireland Stone,2015
0312864590,Crossroads of Twilight,Robert Jordan,2003
0671796666,The Jordan Rules,"Sam Smith, Doug Grud",1992
0446556246,WAR,Sebastian Junger,2010
0330487191,A House for Mr. Biswas,V.S. Naipaul,1961
1423109600,The Pigeon Wants a Puppy!,Mo Willems,2008
0345366239,The Eight,Katherine Neville,1988
0439228905,Black Beauty,Anna Sewell,1877
074327041X,Protect and Defend,Vince Flynn,2007
0439498821,Finding Cassie Crazy,Jaclyn Moriarty,2003
1476770387,Revival,Stephen King,2014
0451230647,Twice Bitten ,Chloe Neill,2010
0679732187,"Absalom, Absalom!",William Faulkner,1936
1439148503,Under the Dome,Stephen King,2009
140003065X,A Fine Balance,Rohinton Mistry,1996
044101125X,The Other Wind,Ursula K. Le Guin,2001
1416989412,"Hush, Hush",Becca Fitzpatrick,2009
0765375869,Lock In,John Scalzi,2014
0547576722,We the Animals,Justin Torres,2011
0435233076,Death of a Salesman,Arthur Miller,1949
038572179X,Atonement,Ian McEwan,2001
0399256504,Shelter,Harlan Coben,2011
0525421351,Tenth Grade Bleeds,Heather Brewer,2009
1416580948,Kiss of a Demon King ,Kresley Cole,2009
0061783161,Eternal Kiss of Darkness,Jeaniene Frost,2010
0778313654,One Breath Away,Heather Gudenkauf,2012
1937053415,Elixir,Jennifer L. Armentrout,2012
1416905855,Chains,Laurie Halse Anderson,2008
1400041201,Heat,Bill Buford,2006
074345300X,Bare Bones,Kathy Reichs,2003
0553579754,Fear Nothing ,Dean Koontz,1998
0590224735,Kristy's Great Idea,Ann M. Martin,1986
0345463153,The Fourth Hand,John Irving,2001
0440244447,Midnight Rising,Lara Adrian,2008
1442423684,UnWholly,Neal Shusterman,2012
1612130585,Fifty Shades Darker,E.L. James,2011
0374346674,Love Letters to the Dead,Ava Dellaira,2014
0060888628,The Lords of the North,Bernard Cornwell,2006
0553590154,Dime Store Magic,Kelley Armstrong,2004
0451461525,Claimed By Shadow,Karen Chance,2007
0062103733,Unraveling,Elizabeth Norris,2012
1612130291,Fifty Shades of Grey,E.L. James,2011
1416983309,Tilt,Ellen Hopkins,2012
0451233328,Hard Bitten,Chloe Neill,2011
076534825X,Spin,Robert Charles Wilson,2005
1405910216,On the Island,Tracey Garvis-Graves,2011
0307270742,Commencement,J. Courtney Sullivan,2009
0446676438,When the Wind Blows,James Patterson,1998
000711933X,Death in the Clouds,Agatha Christie,1935
0099244721,Timeline,Michael Crichton,1999
0061015733,State of Fear,Michael Crichton,2004
0778314189,Scent of Magic,Maria V. Snyder,2012
0394758285,The Big Sleep,Raymond Chandler,1939
0060519134,Savannah Blues,Mary Kay Andrews,2002
0670026611,The Girl You Left Behind,Jojo Moyes,2012
0571199976,Proof: A Play,David Auburn,2000
0752852612,Red Harvest,Dashiell Hammett,1929
0671522817,Braveheart,Randall Wallace,1995
9793210605,Hafalan Shalat Delisa,Tere Liye,2005
0670076082,Froi of the Exiles,Melina Marchetta,2011
1101883073,Lilac Girls,Martha Hall Kelly,2016
1416927247,Divine Madness,Robert Muchamore,2006
074347418X,Ransom,Julie Garwood,1999
0345476131,The Third Secret,Steve Berry,2005
0515121495,The List,Steve Martini,1997
0060727217,The Black Lyon,Jude Deveraux,1980
0425182134,Hammer of the Gods,Stephen Davis,1985
0061176109,Power of Art,Simon Schama,2006
0345915593,The World According to Garp,John Irving,1978
162704017X,Fixed on You,Laurelin Paige,2013
0380792648,Subterranean,James Rollins,1999
0764224735,The Shunning,Beverly  Lewis,1997
1568650957,The Doomsday Conspiracy,Sidney Sheldon,1991
0062072064,Through the Ever Night,Veronica Rossi,2013
0307377040,Netherland,Joseph O'Neill,2008
0425147584,Debt of Honor,Tom Clancy,1994
0449214729,The Guns of Navarone,Alistair MacLean,1957
1857231384,Consider Phlebas,Iain M. Banks,1987
0345519477,In Bed with a Highlander,Maya Banks,2011
0618750436,The Lemonade War,Jacqueline Davies,2007
0439568455,Stay Out of the Basement,R.L. Stine,1992
0141439580,Emma,"Jane Austen, Fiona Stafford",1815
0385733143,Small Steps,Louis Sachar,2006
0375869026,Wonder,R.J. Palacio,2012
0486424588,Women in Love,D.H. Lawrence,1920
0553383051,Fevre Dream,George R.R. Martin,1982
156512569X,Mudbound,Hillary Jordan,2008
0061573132,Bright Shiny Morning,James Frey,2008
0553278029,A Great Deliverance,Elizabeth  George,1988
031237982X,Hunted,"P.C. Cast, Kristin Cast",2009
0385539088,China Rich Girlfriend,Kevin Kwan,2015
1595547169,Fireproof,Eric Wilson,2008
0553268929,The Great Santini,Pat Conroy,1976
0451474708,Saint Anything,Sarah Dessen,2015
0345459202,Big Stone Gap,Adriana Trigiani,2000
0151012377,The Whistling Season,Ivan Doig,2006
1501106406,After Ever Happy,Anna Todd,2015
0679744479,Written on the Body,Jeanette Winterson,1992
0062026518,The Crown of Embers,Rae Carson,2012
0316225932,The Burning Room,Michael Connelly,2014
0544920953,Good as Gone,Amy Gentry,2016
1595541209,The Visitation,Frank E. Peretti,1999
1416505067,Seven Ancient Wonders,Matthew Reilly,2005
0425137562,Silent Prey,John Sandford,1992
0385339704,The Pelican Brief,John Grisham,1992
0451207149,The Pillars of the Earth,Ken Follett,1989
1101990260,The Widow,Fiona Barton,2016
0545284104,Abandon,Meg Cabot,2011
0060872985,Next,Michael Crichton,2006
0375834869,Scat,Carl Hiaasen,2009
0553581554,The Killing Game,Iris Johansen,1999
0684852586,The Body Snatchers,Jack Finney,1955
0670024961,Mastery,Robert Greene,2012
0553278002,The Icarus Agenda,Robert Ludlum,1988
0345298349,Gorky Park,Martin Cruz Smith,1981
0140156046,Libra ,Don DeLillo,1988
0743474155,A Kingdom of Dreams ,Judith McNaught,1989
0099471434,Lasher,Anne Rice,1993
0590133373,Mad About Madeline,Ludwig Bemelmans,1939
0374239215,Purity,Jonathan Franzen,2015
0060744510,Midnight,Erin Hunter,2005
1582433542,Jesus Land : A Memoir,Julia Scheeres,2005
0451159535,Coma,Robin Cook,1977
1101874937,Lab Girl,Hope Jahren,2016
0752863886,The Bourne Supremacy,Robert Ludlum,1986
1743342373,Lick,Kylie Scott,2013
0671023187,Term Limits,Vince Flynn,1997
140003342X,Song of Solomon,Toni Morrison,1977
1416909834,No Talking,Andrew Clements,2007
1419717014,Old School,Jeff Kinney,2015
0446696110,The Guardian,Nicholas Sparks,2003
1461072514,Inescapable,Amy A. Bartol,2013
009947915X,Life & Times of Michael K.,J.M. Coetzee,1983
0345419383,The Dolphins of Pern,Anne McCaffrey,1994
0062024035,Divergent,Veronica Roth,2011
031623107X,You Will Know Me,Megan Abbott,2016
0735221081,The Couple Next Door,Shari Lapena,2016
0312424671,Small Island,Andrea Levy,2004
0552151696,Digital Fortress,Dan Brown,1998
0802720870,Chain Reaction,Simone Elkeles,2011
0553580221,False Memory,Dean Koontz,1999
0061843407,Labor Day,Joyce Maynard,2009
0060525630,Rising storm,Erin Hunter,2005
0312289510,The Christmas Shoes,Donna VanLiere,2001
0689862229,Shiloh,Phyllis Reynolds Naylor,1991
0143036432,Dark Fire,C.J. Sansom,2004
0142402516,Looking for Alaska,John Green,2005
059044297X,An Itchy Day,Norman Bridwell,1963
1250052386,Lead,Kylie Scott,2014
0312351623,Sugar Daddy,Lisa Kleypas,2007
0380727501,Notes from a Small Island,Bill Bryson,1995
0805094598,Shadow and Bone,Leigh Bardugo,2012
1416563687,The White Queen,Philippa Gregory,2009
0553562738,Doomsday Book,Connie Willis,1992
0060594527,Lost Horizon,James Hilton,1933
0356502422,Ancillary Mercy,Ann Leckie,2015
0140255087,The Snow Leopard,Peter Matthiessen,1978
0142407577,Heat,Mike Lupica,2006
0425098087,Zodiac,Robert Graysmith,1986
141691420X,The Soldiers of Halla,D.J. MacHale,2009
0316225886,The Crossing,Michael Connelly,2015
0425180964,The Bear and the Dragon,Tom Clancy,2000
1101886692,Sleeping Giants,Sylvain Neuvel,2016
0312144075,The Samurai's Garden,Gail Tsukiyama,1994
0770437850,Het diner,"Herman Koch, Sam Garrett",2009
0312352565,A Fatal Grace,Louise Penny,2007
0449214192,Centennial,James A. Michener,1974
0345338545,Follow the River,James Alexander Thom,1981
1619636077,Empire of Storms,Sarah J. Maas,2016
0515135062,Three Fates,Nora Roberts,2002
0786942460,The Crystal Shard,R.A. Salvatore,1988
006221635X,How to Love,Katie Cotugno,2013
0553804685,Red Seas Under Red Skies,Scott Lynch,2007
0618001905,King Leopold's Ghost,Adam Hochschild,1998
1402784031,Tiger's Curse,Colleen Houck,2011
1400031001,Any Human Heart,William  Boyd,2002
0679743626,O Pioneers!,Willa Cather,1913
0061720771,The Return: Nightfall,L.J. Smith,2009
1622660757,Origin,Jennifer L. Armentrout,2013
1476706123,Red Sparrow,Jason  Matthews,2013
0743289412,Lisey's Story,Stephen King,2006
0671732498,A Separate Reality,Carlos Castaneda,1968
083081650X,Knowing God,J.I. Packer,1973
0399157573,Dust,Patricia Cornwell,2013
1101947136,Homegoing,Yaa Gyasi,2016
0061779849,Desires of the Dead,Kimberly Derting,2011
0380782332,Kiss an Angel ,Susan Elizabeth Phillips,1996
1565125606,Water for Elephants,Sara Gruen,2006
1400031605,Noises Off,Michael Frayn,1982
0553381695,A Clash of Kings,George R.R. Martin,1998
1416543791,The First Commandment,Brad Thor,2007
044101819X,Silver Borne,Patricia Briggs,2010
9799625726,Supernova: Akar,Dee Lestari,2002
0778325504,Twenty Wishes,Debbie Macomber,2008
0192750976,Ramona the Pest,Beverly Cleary,1968
0142401099,The Devil's Arithmetic,Jane Yolen,1988
1416524304,Carrie,Stephen King,1974
0449911608,Saint Maybe,Anne Tyler,1991
0515132187,The Villa,Nora Roberts,2001
0786813075,The Skin I'm In,Sharon G. Flake,1998
0062110837,The Golem and the Jinni,Helene Wecker,2013
0525955100,Home ,Harlan Coben,2016
0060724277,I'm OK-You're OK,Thomas A. Harris,1967
1599908441,Something Like Normal,Trish Doller,2012
1250022134,A Great Reckoning,Louise Penny,2016
0446607207,Tell Me Your Dreams,Sidney Sheldon,1998
0316234559,Day 21,Kass Morgan,2014
0345543858,Die Again,Tess Gerritsen,2014
140007780X,Einstein's Dreams,Alan Lightman,1992
0593065700,The Affair,Lee Child,2011
0743474163,Paradise,Judith McNaught,1991
0007271212,Azincourt ,Bernard Cornwell,2008
0425127583,The Mask,"Owen  West, Dean Koontz",1981
0307959880,Benediction,Kent Haruf,2013
0981546269,The Second Ship,Richard   Phillips,2006
0062120395,The Son,Philipp Meyer,2012
0099771810,American Pastoral,Philip Roth,1997
1844137872,Wall and Piece,Banksy,1988
0486431681,Sult,"Knut Hamsun, George Egerton",1890
0571169341,Arcadia,Tom Stoppard,1993
1477808701,Wayward,Blake Crouch,2013
0553804693,The Republic of Thieves,Scott Lynch,2013
0064440591,Frog and Toad All Year,Arnold Lobel,1976
0671447548,Mornings on Horseback,David McCullough,1981
0449912450,Arc de Triomphe,Erich Maria Remarque,1945
0373210361,The Iron Knight,Julie Kagawa,2011
0679724532,The Gnostic Gospels,Elaine Pagels,1979
0751514624,Different Seasons,Stephen King,1982
0449221512,I is for Innocent,Sue Grafton,1992
051512608X,The Reef,Nora Roberts,1998
190444248X,Drachenreiter,Cornelia Funke,1997
0399244565,The Icebound Land,John Flanagan,2005
0060882077,Queste,"Angie Sage, Mark Zug",2008
0743496973,I Do (But I Don't),Cara Lockwood,2003
0802142842,Cold Mountain,Charles Frazier,1997
0446354678,Memories of Midnight,Sidney Sheldon,1990
0312989768,Nantucket Nights,Elin Hilderbrand,2002
0142421715,Crossed,Ally Condie,2011
0061797081,The Rising,Kelley Armstrong,2013
039916443X,Concealed in Death,J.D. Robb,2014
1423101952,Hero,Perry Moore,2007
0061245089,Halfway to the Grave,Jeaniene Frost,2007
1250045630,Sixth Grave on the Edge,Darynda Jones,2014
067173783X,The Lion's Lady,Julie Garwood,1988
0470581786,Twilight and History,Nancy Reagin,2010
1476740488,One Tiny Lie,K.A. Tucker,2013
174348495X,Kings Rising,C.S. Pacat,2016
0425238199,No Place to Run,Maya Banks,2010
0399155279,Heat Lightning,John Sandford,2008
0451200829,Love and War ,John Jakes,1984
0734406940,The Arrival,Shaun Tan,2006
0743454162,Turning Angel,Greg Iles,2005
0312594445,Redeemed,"P.C. Cast, Kristin Cast",2014
0312947062,One Silent Night,Sherrilyn Kenyon,2008
0441001866,Martin the Warrior,Brian Jacques,1993
0312546602,Retribution,Sherrilyn Kenyon,2011
1594634475,Fates and Furies,Lauren Groff,2015
0307279464,A Walk in the Woods,Bill Bryson,1997
0312641893,Cinder,Marissa Meyer,2012
0439858038,Burning For Revenge,John Marsden,1997
0786818697,The Pigeon Finds a Hot Dog!,Mo Willems,2004
0802142109,Broken for You,Stephanie Kallos,2004
0062081861,Ruthless,Sara Shepard,2011
0375725768,Eventide,Kent Haruf,2004
0007284977,The Gift,Cecelia Ahern,2008
0307596907,The Woman Upstairs,Claire Messud,2013
0802123457,The Sympathizer,Viet Thanh Nguyen,2015
1593070950,Hellboy: Wake the Devil,Mike Mignola,1994
055381706X,The Surgeon,Tess Gerritsen,2001
0983157227,Pure,Jennifer L. Armentrout,2012
0886778441,River of Blue Fire,Tad Williams,1998
0786836547,The Golem's Eye,Jonathan Stroud,2004
0896214400,The Shawshank Redemption,Stephen King,1982
0575082453,Best Served Cold,Joe Abercrombie,2009
0195007778,A Sand County Almanac,Aldo Leopold,1949
0375500723,The Heart of a Woman,Maya Angelou,1981
0684859238,To Have and Have Not ,Ernest Hemingway,1937
0007442912,Insurgent,Veronica Roth,2012
0312263996,Timbuktu,Paul Auster,1999
145161781X,Who Do You Love,Jennifer Weiner,2015
0020248717,Way Station,Clifford D. Simak,1963
039330762X,The Mauritius Command,Patrick O'Brian,1977
0670020575,Through Black Spruce,Joseph Boyden,2008
0842387439,Fame,Karen Kingsbury,2005
0345461665,Judas Unchained,Peter F. Hamilton,2005
1400065674,The Bone Clocks,David Mitchell,2014
0425182878,Chosen Prey,John Sandford,2001
0805090800,Invisible,Paul Auster,2009
140006208X,Olive Kitteridge,Elizabeth Strout,2008
0553275720,Fantastic Voyage,Isaac Asimov,1966
0140168125,Big Sur,"Jack Kerouac, Aram Saroyan",1962
0553803719,Foundation,Isaac Asimov,1951
1846558913,"In a Dark, Dark Wood ",Ruth Ware,2015
0345413997,The Door into Summer,Robert A. Heinlein,1957
1590388127,The Wednesday Letters,Jason F. Wright,2007
1423160924,The Hammer of Thor,Rick Riordan,2016
0307595110,The Wolf Gift,Anne Rice,2012
0006280897,The Four Loves,C.S. Lewis,1960
0385613504,You Against Me,Jenny Downham,2010
0316231053,The Fever,Megan Abbott,2014
0674017722,A Theory of Justice,John Rawls,1971
0060594772,Beaches,Iris Rainer Dart,1985
0525950079,World Without End,Ken Follett,2007
0515128635,Tripwire,Lee Child,1999
1416954171,Found,Margaret Peterson Haddix,2008
0060734086,Fairest,Gail Carson Levine,2006
0749311614,The Covenant,James A. Michener,1980
1416505415,Blowback,Brad Thor,2005
0394758269,The High Window,Raymond Chandler,1942
0385344341,Never Go Back ,Lee Child,2013
0375702709,A Lesson Before Dying,Ernest J. Gaines,1993
0007331789,Death of Kings,Bernard Cornwell,2011
0330411985,Winter in Madrid,C.J. Sansom,2006
0312360266,Marked,"P.C. Cast, Kristin Cast",2007
0425185508,Picture Perfect,Jodi Picoult,1995
0425098605,The Vision,Dean Koontz,1977
8807813025,Novecento,Alessandro Baricco,1994
0061988340,Lost in Shangri-la,Mitchell Zuckoff,2011
142640607X,Babbitt,Sinclair Lewis,1922
038551851X,Clapton: The Autobiography,Eric Clapton,2007
1841493155,The High Lord,Trudi Canavan,2002
0312422156,Middlesex,Jeffrey Eugenides,2002
048641423X,An Ideal Husband,Oscar Wilde,1893
0451450523,The Last Unicorn,Peter S. Beagle,1968
0345516109,Juliet,Anne Fortier,2010
0778324907,Virgin River,Robyn Carr,2007
1250003326,Of Poseidon,Anna Banks,2012
1416500189,The Good Earth,Pearl S. Buck,1931
0061779784,Secondhand Souls,Christopher Moore,2015
1595540547,When Crickets Cry,Charles Martin,2006
0062227327,The Ghost Bride,Yangsze Choo,2013
038081093X,Excavation,James Rollins,2000
0345503805,The Painted Man,Peter V. Brett,2008
193481332X,Scars,Cheryl Rainfield,2010
0312304358,Moloka'i,Alan Brennert,2003
0671010123,Final Jeopardy,Linda Fairstein,1996
1416953574,Wake,Lisa McMann,2008
0810983915,Dog Days,Jeff Kinney,2009
0140184937,Our Man in Havana,Graham Greene,1958
8424133498,Strega Nona,Tomie dePaola,1975
1400064562,Jaws,Peter Benchley,1974
0553567152,"Don't Die, My Love",Lurlene McDaniel,1995
068484477X,Stones from the River,Ursula Hegi,1994
0020306652,Ball Four,Jim Bouton,1970
0439829119,The Dead of the Night,John Marsden,1994
0061007226,The Exorcist,William Peter Blatty,1971
0307716546,Afterwards,Rosamund Lupton,2011
140130138X,The Center Cannot Hold,Elyn R. Saks,2007
0345425502,The Life of Elizabeth I,Alison Weir,1996
0385338708,Shopaholic and Baby,Sophie Kinsella,2007
0310266289,Leaving,Karen Kingsbury,2011
0345498127,Starter for Ten,David Nicholls,2003
0061053716,Imajica,Clive Barker,1991
